id,vname,query,duration,gt_s,gt_e,pred_s,pred_e,iou
197,v_N9LTq3gYmsI.mp4,"""The person holding the camera starts his journey and he is off down the slopes of snow.""",35.55,13.51,28.62,0.0,26.0,0.43640810621942694
198,v_N9LTq3gYmsI.mp4,"""As he reaches the bottom,several black mats are placed in front of him to help slow him down.""",35.55,28.8,35.55,17.6,24.9,0.0
199,v_pZ8QqpYu-H8.mp4,"""A man is seated at a piano, playing and singing into a microphone.""",187.83,0,165.29,31.4,77.8,0.28071873676568454
200,v_pZ8QqpYu-H8.mp4,"""When he finishes, he looks up and smiles.""",187.83,171.86,187.83,23.2,41.6,0.0
201,v_9rW35YTKYq8.mp4,"""A man is shown flipping a violin in his hands, playing a popular song on his violin.""",236.98,14.22,36.73,55.0,76.6,0.0
202,v_9rW35YTKYq8.mp4,""" The camera shows the violinist from various angles playing the popular song and not breaking concentration.""",236.98,36.73,213.28,146.8,207.5,0.3438119512885867
203,v_9rW35YTKYq8.mp4,""" The camera pans all around the player and shows him playing the complete song.""",236.98,94.79,213.28,19.6,30.0,0.0
204,v_hoisfXCLJDQ.mp4,"""A camera zooms in on a person riding in a tube.""",15.19,0.15,3.19,0.0,11.4,0.26666666666666666
205,v_hoisfXCLJDQ.mp4,""" More people are seen riding in tubes behind the man.""",15.19,3.19,9.79,0.0,11.5,0.5739130434782609
206,v_hoisfXCLJDQ.mp4,""" The people continue to ride around the area down the river.""",15.19,7.06,12.53,0.0,13.0,0.42076923076923073
207,v_mnqSG5o84NE.mp4,"""A man train a boy kick box while two men watch sitting in the room.""",139.82999999999998,0,48.24,10.7,26.8,0.33374792703150913
208,v_mnqSG5o84NE.mp4,""" Then, the man stands and kick the boy who kick back then kneels.""",139.82999999999998,48.94,62.22,41.4,73.5,0.41370716510903427
209,v_mnqSG5o84NE.mp4,""" After, the man trains another child while showing movements.""",139.82999999999998,62.92,111.86,17.7,32.8,0.0
210,v_mnqSG5o84NE.mp4,""" After, the man stands to practice kicks, then the man lye down and and hug the child who continues practicing kick box.""",139.82999999999998,112.56,138.43,23.4,35.9,0.0
211,v_IWuiVS3-Z7k.mp4,"""People are shown walking along a beach.""",119.97,0,4.8,23.5,39.6,0.0
212,v_IWuiVS3-Z7k.mp4,""" Several people in paintball gear are running through an obstacle course.""",119.97,7.8,52.79,25.4,57.4,0.5522177419354839
213,v_IWuiVS3-Z7k.mp4,""" The people shoot at each other, hiding behind the obstacles.""",119.97,56.38,103.77,45.9,70.3,0.2405391394504924
214,v_IWuiVS3-Z7k.mp4,""" The winner dances and runs across the field.""",119.97,106.17,119.97,27.4,37.5,0.0
215,v_nvsK9ggeics.mp4,"""A young child is seen sitting behind a drum set playing the drums.""",73.26,1.1,37.36,18.5,32.5,0.3861003861003861
216,v_nvsK9ggeics.mp4,""" The boy continues playing the instrument while the camera zooms in on him playing.""",73.26,30.04,71.79,0.0,33.9,0.05376793425268142
217,v_rAuz_Pf3lp8.mp4,"""A family has a picnic, and goes tubing on inflatable rafts in a narrow body of water surrounded by trees, on a rainy day.""",174.92000000000002,3.5,167.04,52.9,160.3,0.6567200684847745
218,v_rAuz_Pf3lp8.mp4,"""  A family of people sit at an outdoor wooden picnic table, eating, waiving at the camera.""",174.92000000000002,3.5,11.37,63.8,93.9,0.0
219,v_rAuz_Pf3lp8.mp4,"""  The family watch the weather outdoors as it begins to rain and a little girl runs out into the rain and dances in it.""",174.92000000000002,13.12,31.48,58.9,98.7,0.0
220,v_rAuz_Pf3lp8.mp4,"""  The family then appears, floating, talking and smiling on inflatable tubes on a narrow body of water.""",174.92000000000002,38.48,154.8,0.0,31.9,0.0
221,v_rAuz_Pf3lp8.mp4,"""  The event ends and the family leaves an area bordered by a wooden fence.""",174.92000000000002,155.68,174.92,0.0,34.6,0.0
222,v_pxb95-aSDYo.mp4,"""A man plays guitar and harmonica at the same time.""",168.75,4.22,11.81,132.3,146.3,0.0
223,v_pxb95-aSDYo.mp4,""" Then, the man sings while playing the guitar.""",168.75,12.66,64.97,23.4,50.9,0.5257121009367234
224,v_pxb95-aSDYo.mp4,""" After, the man continues playing both the guitar and the harmonica, then sing.""",168.75,66.66,115.6,0.0,29.3,0.0
225,v_pxb95-aSDYo.mp4,""" Next, the man plays the harmonica and the guitar together.""",168.75,116.44,168.75,113.5,141.5,0.45357466063348423
226,v_y7WO-8cQfO0.mp4,"""The video begins with a title sequence.""",191.73,0,4.79,100.4,118.7,0.0
227,v_y7WO-8cQfO0.mp4,""" A young man is shown in a gym performing tricks with a jump rope as music plays in the background.""",191.73,4.79,191.73,12.5,15.3,0.014978067829250031
228,v_y7WO-8cQfO0.mp4,""" He then lays down and begins doing tricks on the floor.""",191.73,49.85,70.94,30.2,72.4,0.4997630331753553
229,v_y7WO-8cQfO0.mp4,""" The young man gets up again and does more tricks while standing.""",191.73,70.94,191.73,135.6,162.9,0.22601208709330253
230,v_y7WO-8cQfO0.mp4,""" At one point, his friends assist with the jump rope tricks.""",191.73,90.11,97.78,20.4,30.0,0.0
231,v_y7WO-8cQfO0.mp4,""" The video ends with credits showing the young man's name, along with the names of those who assisted him.""",191.73,156.26,191.73,20.8,30.0,0.0
232,v_74EoyLUbtgI.mp4,"""A lady is seen putting wax on a mans shoes.""",171.22,0,21.4,0.0,13.9,0.6495327102803738
233,v_74EoyLUbtgI.mp4,""" We see the cloth hanging on the wall.""",171.22,21.4,29.96,0.0,117.3,0.0729752770673487
234,v_74EoyLUbtgI.mp4,""" We see the footprints on the platform.""",171.22,34.24,42.81,105.1,162.0,0.0
235,v_74EoyLUbtgI.mp4,""" The woman rubs the mans shoes with a cloth.""",171.22,42.81,113.86,20.8,30.0,0.0
236,v_74EoyLUbtgI.mp4,""" We see the cloth on the wall, then the lines of cloth near the shoes shine sign.""",171.22,114.72,138.69,54.9,69.9,0.0
237,v_74EoyLUbtgI.mp4,""" A man is standing on a platform.""",171.22,141.26,146.4,53.4,67.5,0.0
238,v_74EoyLUbtgI.mp4,""" We see the holographic man on the wall with the paper.""",171.22,153.25,171.22,57.5,160.7,0.06551178332747089
239,v_D9rHZpZoeRA.mp4,"""A black two door Audi A3 is shown and then the camera zooms in on the tires.""",202.5,0,29.36,5.9,25.6,0.6709809264305178
240,v_D9rHZpZoeRA.mp4,"""A finger then touches the emergency light and the lights on the car begin to flash.""",202.5,29.36,66.83,0.0,31.4,0.03052521322759239
241,v_D9rHZpZoeRA.mp4,"""Next,the truck is opened,and the person removes the spare tire and the jack.""",202.5,67.84,114.41,15.6,41.0,0.0
242,v_D9rHZpZoeRA.mp4,"""He then lifts the car and continues to loosen the bolts on the wheel of the car.""",202.5,114.41,150.86,37.6,108.9,0.0
243,v_D9rHZpZoeRA.mp4,"""Once loose,the wheel is removed and the spare is put on and the same actions are performed in reverse.""",202.5,149.85,202.5,20.8,30.0,0.0
244,v_WY9zvUkK_4Y.mp4,"""Two girls stand between a girl in a hair salon stool and begin brushing her and parting her hair.""",203.59,4.07,54.97,25.3,103.9,0.29720524892316935
245,v_WY9zvUkK_4Y.mp4,""" One woman braids her hair continuously to eventually create a french braid.""",203.59,53.95,184.25,114.0,134.0,0.15349194167306215
246,v_WY9zvUkK_4Y.mp4,""" Both women stand talking to the camera while presenting the braid just made.""",203.59,184.25,192.39,11.5,20.0,0.0
247,v_N-6-MdxRg50.mp4,"""We see a colorful opening scene.""",134.49,0,5.38,20.8,30.0,0.0
248,v_N-6-MdxRg50.mp4,""" Kids in colorful clothes walk on a stage and get in place.""",134.49,4.71,12.78,106.5,127.7,0.0
249,v_N-6-MdxRg50.mp4,""" The kids perform zumba on a stage.""",134.49,13.45,128.44,16.6,25.0,0.07304983042003652
250,v_N-6-MdxRg50.mp4,""" The girl second from left goes the wrong direction and almost runs into another girl.""",134.49,27.57,35.64,15.9,33.6,0.3054711246200608
251,v_N-6-MdxRg50.mp4,""" We see an an ending screen.""",134.49,129.78,134.49,30.1,46.6,0.0
252,v_uFMDSiHu7g4.mp4,""" A man wearing a striped shirt dances with a girl in a brown blouse at a street festival.""",181.23,0,13.59,44.5,83.9,0.0
253,v_uFMDSiHu7g4.mp4,""" Other couple join in and dance in a street festival while performers play on a stage.""",181.23,13.59,141.36,15.9,30.0,0.11035454332002817
254,v_uFMDSiHu7g4.mp4,""" Onlookers pass by while the group continues to dance.""",181.23,141.36,181.23,20.8,30.0,0.0
255,v_Pu92wJ-7UTQ.mp4,"""The man is strumming one drum.""",62.04,1.24,12.72,13.7,48.8,0.0
256,v_Pu92wJ-7UTQ.mp4,""" The man strum the other drum while moving his leg.""",62.04,11.48,31.02,10.6,29.3,0.8726738491674828
257,v_Pu92wJ-7UTQ.mp4,""" The man play two drums at the same time.""",62.04,27.92,62.04,10.6,38.4,0.20373250388802483
258,v_dsVvnFkGAn0.mp4,"""The woman is sitting by the fireplace holding a violin.""",82.8,0,13.66,43.4,76.8,0.0
259,v_dsVvnFkGAn0.mp4,""" The woman placed the violin between her neck and shoulder and began strumming the violin with the stick.""",82.8,12.01,68.31,13.1,28.7,0.2770870337477797
260,v_dsVvnFkGAn0.mp4,""" The lady put the violin on her lap and talked.""",82.8,63.76,82.8,15.5,20.7,0.0
261,v_DEmArEKL8gc.mp4,"""A teenage female cheer leading squad walks around on a mat and get in formation.""",194.56,0,22.37,104.6,136.9,0.0
262,v_DEmArEKL8gc.mp4,"""The routine begins in a manikin challenge and they all begin to do a flip.""",194.56,22.37,54.48,16.9,46.8,0.6500798296966471
263,v_DEmArEKL8gc.mp4,"""After,they do a several straddle jumps and begin thrown up in stands.""",194.56,54.48,79.77,13.4,25.3,0.0
264,v_DEmArEKL8gc.mp4,"""Once the stunts are done,half of the team begins doing cart wheels and they all meet back in the middle to do stunts in the air.""",194.56,79.77,143,60.9,72.5,0.0
265,v_DEmArEKL8gc.mp4,"""More stunts are done and the girls finish by landing in a split,they then get up and hug each other in the middle of the mat.""",194.56,143,194.56,153.3,161.7,0.16291698991466208
266,v_8ikOQRbeQL8.mp4,"""A woman wearing a hood and glasses is talking.""",132.22,0,132.22,49.2,62.8,0.10285887157767354
267,v_8ikOQRbeQL8.mp4,""" She is holding a baton and twirling it in her hands.""",132.22,19.17,132.22,122.2,142.8,0.08104828925018195
268,v_zzz_3yWpTXo.mp4,"""A woman is seen standing behind a sink and washing dishes while speaking to the camera.""",21.53,0.22,10.55,16.1,20.4,0.0
269,v_zzz_3yWpTXo.mp4,""" The woman continues washing silverware while looking over to the camera and smiling.""",21.53,8.29,21.09,0.0,16.8,0.40350877192982465
270,v_iMiKGoQ7RjE.mp4,"""A man in a black hat is hitting a ball on the grass with a club.""",127.9,0,35.81,25.5,41.6,0.2478365384615385
271,v_iMiKGoQ7RjE.mp4,""" He continues to talk to the camera.""",127.9,34.53,73.54,25.1,50.7,0.3338150289017341
272,v_iMiKGoQ7RjE.mp4,""" He holds up a small trophy.""",127.9,102.32,105.51,15.6,26.0,0.0
273,v_Vjsd6Ec6eKA.mp4,"""A group of people are on a field.""",152.86,0,9.94,0.0,114.2,0.08704028021015761
274,v_Vjsd6Ec6eKA.mp4,""" They attach a camera to one of the player's heads.""",152.86,10.7,35.16,102.8,131.9,0.0
275,v_Vjsd6Ec6eKA.mp4,""" They lift each other over their heads in cheerleading stunts that can be seen from the camera's view.""",152.86,37.45,131.46,34.5,47.0,0.09849422442244221
276,v_Vjsd6Ec6eKA.mp4,""" They smile and laugh as they continue to perform stunts.""",152.86,133.75,152.86,43.7,146.9,0.12046537193111034
277,v_XnUi1SG9jxA.mp4,"""A large group of people are seen standing around when several clips are shown of a man attempting to jump over a bar.""",69.17,1.73,27.67,10.5,32.8,0.5526231091084649
278,v_XnUi1SG9jxA.mp4,""" The man completes the jump after a couple tries and is shown again in slow motion.""",69.17,24.9,49.11,3.9,17.4,0.0
279,v_XnUi1SG9jxA.mp4,""" The man attempts jumping higher several more times and ends up knocking the bar down each time.""",69.17,47.04,67.1,19.9,30.3,0.0
280,v_FeKEqUxiReA.mp4,"""A woman is laughing as she jumps rope inside a gym.""",236.64,0,86.37,53.4,133.2,0.24752252252252258
281,v_FeKEqUxiReA.mp4,""" She continues jumping for a long period of time, speeding up and changing positions as men with cameras record her.""",236.64,87.55,236.64,0.0,15.0,0.0
282,v_BB2vrBWgXkU.mp4,"""A woman wearing a leopard print shirt and a denim jacket is doing a tutorial on fake nails and how to use them.""",196.72,26.56,52.13,145.3,174.4,0.0
283,v_BB2vrBWgXkU.mp4,""" She is holding a packet of the fake nails in her hand as she explains the process.""",196.72,52.13,75.74,147.2,160.7,0.0
284,v_BB2vrBWgXkU.mp4,""" Then she demonstrates how to place the fake nails on top of her nails.""",196.72,75.74,99.34,43.8,58.9,0.0
285,v_BB2vrBWgXkU.mp4,""" Then she takes a nail file and files the ends of the nails to smooth it.""",196.72,99.34,121.97,113.4,144.4,0.19019085663559682
286,v_BB2vrBWgXkU.mp4,""" She then uses some glue to glue the nails over her nails.""",196.72,121.97,147.54,116.9,163.1,0.5534632034632034
287,v_BB2vrBWgXkU.mp4,""" Then she clips off the excess to shorten the nails, followed by filing the nails.""",196.72,147.54,176.06,119.6,163.4,0.2809068366985478
288,v_BB2vrBWgXkU.mp4,""" She also uses some lime green nail polish and paints the nails to finish off the process and make them shiny.""",196.72,176.06,196.72,100.9,130.9,0.0
289,v_S6t9Lq1xKJk.mp4,"""A cook is standing in front of a large stove.""",30.6,0,3.37,19.5,30.2,0.0
290,v_S6t9Lq1xKJk.mp4,""" It is covered in ingredients and pans on burners.""",30.6,4.28,9.49,0.0,29.4,0.1772108843537415
291,v_S6t9Lq1xKJk.mp4,""" The man creates a giant omelette, finally flipping it onto a plate and handing it to a patron.""",30.6,10.25,30.6,14.4,28.4,0.6879606879606879
292,v_0_xap_BBDrw.mp4,"""An old man with gray hair, wearing red shirt and black pants is dribbling the ball in an indoor court, he dribbled the ball side by side, between his legs.""",48.02,0.72,48.02,24.4,30.0,0.11839323467230446
293,v_0_xap_BBDrw.mp4,""" He shoot the ball into the ring, then start dribbling again to side to side and between his legs, and shoot the ball into the ring.""",48.02,27.61,48.02,20.8,30.0,0.08780308596620133
294,v_QdmUojrWdmE.mp4,"""Music plays as surfers ride the waves.""",228.65,0,212.64,46.7,88.4,0.19610609480812644
295,v_QdmUojrWdmE.mp4,""" A few men are shown preparing to surf, prepping their board and getting dressed.""",228.65,13.72,22.86,43.9,63.9,0.0
296,v_QdmUojrWdmE.mp4,""" A helicopter rides over the shoreline where the surfers are riding.""",228.65,21.72,24.01,0.0,110.7,0.020686540198735344
297,v_QdmUojrWdmE.mp4,""" A couple laughs together on the beach in a tent awaiting more surfing.""",228.65,52.59,56.02,176.4,212.5,0.0
298,v_QdmUojrWdmE.mp4,""" A man is then shown prepping his board with surf wax.""",228.65,117.75,126.9,150.1,171.6,0.0
299,v_QdmUojrWdmE.mp4,""" The crowd watches others riding waves.""",228.65,129.19,185.2,43.4,78.9,0.0
300,v_QdmUojrWdmE.mp4,""" The crowd cheers multiples surfing runs on.""",228.65,129.19,201.21,125.4,191.9,0.8271995778920987
301,v_QdmUojrWdmE.mp4,""" Kelly Slater is featured on a successful run, followed by more clips riding the waves.""",228.65,129.19,197.78,155.6,214.6,0.4938531787846857
302,v_QdmUojrWdmE.mp4,""" Kelly Slater is paused mid wave to wrap up the story line.""",228.65,204.64,214.93,128.2,214.7,0.11599215957569468
303,v_QdmUojrWdmE.mp4,""" Music and producer credits are then shown.""",228.65,214.93,228.65,54.3,109.9,0.0
304,v_L2oaUDyzWPA.mp4,"""We see a golden title on a black screen.""",92.09,0,9.21,39.6,57.3,0.0
305,v_L2oaUDyzWPA.mp4,""" A man is playing a harmonica as arrows point to numbers above him.""",92.09,10.13,22.56,40.4,56.3,0.0
306,v_L2oaUDyzWPA.mp4,""" We see another title screen and more arrows on numbers.""",92.09,23.02,42.36,13.8,30.9,0.2759103641456582
307,v_L2oaUDyzWPA.mp4,""" The title screen returns and the man plays with the arrows above him again.""",92.09,42.36,63.54,51.5,86.0,0.2758936755270394
308,v_L2oaUDyzWPA.mp4,""" The fourth title screen and the man plays with arrows above.""",92.09,63.54,87.03,0.0,23.7,0.0
309,v_L2oaUDyzWPA.mp4,""" The name shows up and the video ends.""",92.09,87.03,92.09,0.0,30.8,0.0
310,v_bdC2YPVHGZM.mp4,"""A man puts on a helmet with a camera mounted on it.""",141.04,0,4.23,14.9,40.8,0.0
311,v_bdC2YPVHGZM.mp4,""" The man participates in a lacrosse match with the camera recording in first person perspective.""",141.04,5.64,110.72,62.6,77.0,0.1370384468976018
312,v_bdC2YPVHGZM.mp4,""" The man makes a successful shot on goal and high fives a teammate.""",141.04,102.25,107.19,105.3,123.6,0.08852459016393448
313,v_bdC2YPVHGZM.mp4,""" The two teams shake hands after the game.""",141.04,112.83,131.17,67.8,85.3,0.0
314,v_bdC2YPVHGZM.mp4,""" The man walks towards a group of people dressed in black.""",141.04,131.87,141.04,10.3,20.8,0.0
315,v_fny1HWXezlE.mp4,"""A small child is seen climbing on a camel as well as a woman in front of him.""",144.8,0,44.89,29.5,43.3,0.3074181332145243
316,v_fny1HWXezlE.mp4,""" A man stands the camel up on it's legs and walks around the area.""",144.8,30.41,77.47,43.7,67.6,0.5078623034424138
317,v_fny1HWXezlE.mp4,""" The man continues to walk around with the camels while the camera pans to their movements.""",144.8,60.82,142.63,17.3,32.3,0.0
318,v_pYb8jzB5vs0.mp4,"""An intro leads into a man in women sitting beside a pool and talking.""",194.65,0,21.41,61.4,95.5,0.0
319,v_pYb8jzB5vs0.mp4,""" The people are then shown underwater wearing scuba gear and teaching one another hand signals while the man speaks to the camera above the surface.""",194.65,22.39,194.65,41.3,66.9,0.14861256240566592
320,v_kNkYgYnJTXk.mp4,"""A person is seen in various shots riding around in a canoe and smiling off into the distance.""",202.53,1.01,46.58,16.6,33.0,0.35988588983980685
321,v_kNkYgYnJTXk.mp4,""" Another person is seen sitting in a canoe and demonstrates how to properly turn around.""",202.53,50.63,141.77,0.0,39.5,0.0
